9 	 1.5 	 0.1463885 
9 	 2 	 0.3920684 
9 	 2.5 	 0.69209 
9 	 3 	 0.9186661 
9 	 3.5 	 1 
9 	 4 	 0.9438333 
9 	 4.5 	 0.8008318 
9 	 5 	 0.6257378 
9 	 5.5 	 0.4577789 
9 	 6 	 0.3173097 
9 	 6.5 	 0.2102252 
9 	 7 	 0.1340177 
9 	 7.5 	 0.08263894 
9 	 8 	 0.04949531 
9 	 8.5 	 0.02889175 
9 	 9 	 0.01648283 
9 	 9.5 	 0.009212053 
9 	 10 	 0.005053714 
9.5 	 1 	 0.03083402 
9.5 	 1.5 	 0.1494327 
9.5 	 2 	 0.39597 
9.5 	 2.5 	 0.6917636 
9.5 	 3 	 0.9094124 
9.5 	 3.5 	 0.9812057 
9.5 	 4 	 0.9186271 
9.5 	 4.5 	 0.7736757 
9.5 	 5 	 0.6003944 
9.5 	 5.5 	 0.4364634 
9.5 	 6 	 0.3007587 
9.5 	 6.5 	 0.1981688 
9.5 	 7 	 0.1256849 
9.5 	 7.5 	 0.0771286 
9.5 	 8 	 0.04598652 
9.5 	 8.5 	 0.0267295 
9.5 	 9 	 0.01518811 
9.5 	 9.5 	 0.008456276 
9.5 	 10 	 0.004622449 
10 	 1 	 0.03094729 
10 	 1.5 	 0.1486264 
10 	 2 	 0.3900065 
10 	 2.5 	 0.6749006 
10 	 3 	 0.879413 
10 	 3.5 	 0.9411353 
10 	 4 	 0.8745457 
10 	 4.5 	 0.7314965 
10 	 5 	 0.5640616 
10 	 5.5 	 0.4076366 
10 	 6 	 0.2793537 
10 	 6.5 	 0.1831214 
10 	 7 	 0.1155833 
10 	 7.5 	 0.07060929 
10 	 8 	 0.04192052 
10 	 8.5 	 0.02426843 
10 	 9 	 0.01373742 
10 	 9.5 	 0.00762113 
10 	 10 	 0.00415176 
10.5 	 1 	 0.03031665 
10.5 	 1.5 	 0.1443912 
10.5 	 2 	 0.3755126 
10.5 	 2.5 	 0.6441657 
10.5 	 3 	 0.8325343 
10.5 	 3.5 	 0.8842796 
10.5 	 4 	 0.8160355 
10.5 	 4.5 	 0.6782032 
10.5 	 5 	 0.519875 
10.5 	 5.5 	 0.3736368 
10.5 	 6 	 0.2547382 
10.5 	 6.5 	 0.1661819 
10.5 	 7 	 0.1044173 
10.5 	 7.5 	 0.06351669 
10.5 	 8 	 0.03755836 
10.5 	 8.5 	 0.02166067 
10.5 	 9 	 0.01221726 
10.5 	 9.5 	 0.006754729 
10.5 	 10 	 0.003667884 
11 	 1 	 0.02905211 
11 	 1.5 	 0.1373133 
11 	 2 	 0.3541703 
11 	 2.5 	 0.6026766 
11 	 3 	 0.7730502 
11 	 3.5 	 0.8153841 
11 	 4 	 0.7476235 
11 	 4.5 	 0.6176522 
11 	 5 	 0.4708443 
11 	 5.5 	 0.3366546 
11 	 6 	 0.2284177 
11 	 6.5 	 0.148337 
11 	 7 	 0.09280793 
11 	 7.5 	 0.05622809 
11 	 8 	 0.03312239 
11 	 8.5 	 0.01903377 
11 	 9 	 0.01069908 
11 	 9.5 	 0.005896239 
11 	 10 	 0.003191881 
11.5 	 1 	 0.02728693 
11.5 	 1.5 	 0.1280624 
11.5 	 2 	 0.3278004 
11.5 	 2.5 	 0.5536584 
11.5 	 3 	 0.7052164 
11.5 	 3.5 	 0.739022 
11.5 	 4 	 0.67355 
11.5 	 4.5 	 0.5533648 
11.5 	 5 	 0.4196547 
11.5 	 5.5 	 0.298603 
11.5 	 6 	 0.2016812 
11.5 	 6.5 	 0.1304155 
11.5 	 7 	 0.08126732 
11.5 	 7.5 	 0.04904927 
11.5 	 8 	 0.02878977 
11.5 	 8.5 	 0.01648771 
11.5 	 9 	 0.009237963 
11.5 	 9.5 	 0.005075381 
11.5 	 10 	 0.002739483 
12 	 1 	 0.02516217 
12 	 1.5 	 0.1173208 
12 	 2 	 0.2981908 
12 	 2.5 	 0.5001725 
12 	 3 	 0.6329515 
12 	 3.5 	 0.6592914 
12 	 4 	 0.5975209 
12 	 4.5 	 0.488348 
12 	 5 	 0.3685497 
12 	 5.5 	 0.2610469 
12 	 6 	 0.1755619 
12 	 6.5 	 0.1130688 
12 	 7 	 0.07019012 
12 	 7.5 	 0.04221131 
12 	 8 	 0.02469179 
12 	 8.5 	 0.01409512 
12 	 9 	 0.007873139 
12 	 9.5 	 0.00431289 
12 	 10 	 0.002321433 
12.5 	 1 	 0.02281413 
12.5 	 1.5 	 0.105729 
12.5 	 2 	 0.26697 
12.5 	 2.5 	 0.4449281 
12.5 	 3 	 0.5596314 
12.5 	 3.5 	 0.5796337 
12.5 	 4 	 0.5225738 
12.5 	 4.5 	 0.425009 
12.5 	 5 	 0.319284 
12.5 	 5.5 	 0.2251825 
12.5 	 6 	 0.1508312 
12.5 	 6.5 	 0.09677164 
12.5 	 7 	 0.05985714 
12.5 	 7.5 	 0.03587451 
12.5 	 8 	 0.02091716 
12.5 	 8.5 	 0.01190369 
12.5 	 9 	 0.006629621 
12.5 	 9.5 	 0.003621569 
12.5 	 10 	 0.001944142 
13 	 1 	 0.02036539 
13 	 1.5 	 0.09384888 
13 	 2 	 0.2355273 
13 	 2.5 	 0.390174 
13 	 3 	 0.4879831 
13 	 3.5 	 0.5027555 
13 	 4 	 0.4510345 
13 	 4.5 	 0.3651417 
13 	 5 	 0.2731291 
13 	 5.5 	 0.1918516 
13 	 6 	 0.1280157 
13 	 6.5 	 0.08183748 
13 	 7 	 0.05044705 
13 	 7.5 	 0.03013684 
13 	 8 	 0.01751769 
13 	 8.5 	 0.009939921 
13 	 9 	 0.005520484 
13 	 9.5 	 0.003007657 
13 	 10 	 0.001610478 
13.5 	 1 	 0.01791929 
13.5 	 1.5 	 0.08214246 
13.5 	 2 	 0.2049744 
13.5 	 2.5 	 0.3376569 
13.5 	 3 	 0.4200612 
13.5 	 3.5 	 0.4306324 
13.5 	 4 	 0.3845444 
13.5 	 4.5 	 0.3099668 
13.5 	 5 	 0.2309163 
13.5 	 5.5 	 0.1615803 
13.5 	 6 	 0.1074274 
13.5 	 6.5 	 0.06844125 
13.5 	 7 	 0.04205252 
13.5 	 7.5 	 0.02504466 
13.5 	 8 	 0.01451512 
13.5 	 8.5 	 0.008213221 
13.5 	 9 	 0.004549362 
13.5 	 9.5 	 0.002472274 
13.5 	 10 	 0.001320586 
14 	 1 	 0.01555749 
14 	 1.5 	 0.0709652 
14 	 2 	 0.1761391 
14 	 2.5 	 0.2886321 
14 	 3 	 0.357284 
14 	 3.5 	 0.3645681 
14 	 4 	 0.3241321 
14 	 4.5 	 0.2602039 
14 	 5 	 0.1931003 
14 	 5.5 	 0.1346298 
14 	 6 	 0.08920287 
14 	 6.5 	 0.0566461 
14 	 7 	 0.03469796 
14 	 7.5 	 0.02060405 
14 	 8 	 0.01190815 
14 	 8.5 	 0.006720155 
14 	 9 	 0.00371288 
14 	 9.5 	 0.002012799 
14 	 10 	 0.001072652 
14.5 	 1 	 0.01333991 
14.5 	 1.5 	 0.06056929 
14.5 	 2 	 0.1495842 
14.5 	 2.5 	 0.2439083 
14.5 	 3 	 0.3005084 
14.5 	 3.5 	 0.3052884 
14.5 	 4 	 0.2703112 
14.5 	 4.5 	 0.2161605 
14.5 	 5 	 0.159832 
14.5 	 5.5 	 0.1110526 
14.5 	 6 	 0.07334185 
14.5 	 6.5 	 0.04643025 
14.5 	 7 	 0.02835692 
14.5 	 7.5 	 0.01679163 
14.5 	 8 	 0.009678901 
14.5 	 8.5 	 0.005448229 
14.5 	 9 	 0.003002823 
14.5 	 9.5 	 0.001624081 
14.5 	 10 	 0.0008635699 
15 	 1 	 0.0113064 
15 	 1.5 	 0.051114 
15 	 2 	 0.1256398 
15 	 2.5 	 0.203914 
15 	 3 	 0.2501245 
15 	 3.5 	 0.2530498 
15 	 4 	 0.2231866 
15 	 4.5 	 0.1778239 
15 	 5 	 0.1310323 
15 	 5.5 	 0.09074546 
15 	 6 	 0.05974526 
15 	 6.5 	 0.0377116 
15 	 7 	 0.02296767 
15 	 7.5 	 0.01356411 
15 	 8 	 0.007798627 
15 	 8.5 	 0.00437915 
15 	 9 	 0.002407978 
15 	 9.5 	 0.001299455 
15 	 10 	 0.0006894804 
15.5 	 1 	 0.009479414 
15.5 	 1.5 	 0.04268003 
15.5 	 2 	 0.1044445 
15.5 	 2.5 	 0.1687722 
15.5 	 3 	 0.2061564 
15.5 	 3.5 	 0.2077503 
15.5 	 4 	 0.1825586 
15.5 	 4.5 	 0.1449495 
15.5 	 5 	 0.1064587 
15.5 	 5.5 	 0.07349862 
15.5 	 6 	 0.04824781 
15.5 	 6.5 	 0.03036906 
15.5 	 7 	 0.01844645 
15.5 	 7.5 	 0.01086626 
15.5 	 8 	 0.006232303 
15.5 	 8.5 	 0.003491467 
15.5 	 9 	 0.001915584 
15.5 	 9.5 	 0.001031527 
15.5 	 10 	 0.0005461972 
16 	 1 	 0.007867222 
16 	 1.5 	 0.03528533 
16 	 2 	 0.0859881 
16 	 2.5 	 0.1383742 
16 	 3 	 0.1683593 
16 	 3.5 	 0.1690315 
16 	 4 	 0.1480164 
16 	 4.5 	 0.1171367 
16 	 5 	 0.08576369 
16 	 5.5 	 0.05903615 
16 	 6 	 0.03864527 
16 	 6.5 	 0.02425984 
16 	 7 	 0.01469809 
16 	 7.5 	 0.008637126 
16 	 8 	 0.004942252 
16 	 8.5 	 0.002762577 
16 	 9 	 0.001512439 
16 	 9.5 	 0.0008127657 
16 	 10 	 0.0004295143 
16.5 	 1 	 0.00646716 
16.5 	 1.5 	 0.02890076 
16.5 	 2 	 0.07015152 
16.5 	 2.5 	 0.1124484 
16.5 	 3 	 0.1363052 
16.5 	 3.5 	 0.1363679 
16.5 	 4 	 0.119018 
16.5 	 4.5 	 0.09389337 
16.5 	 5 	 0.06854203 
16.5 	 5.5 	 0.04704876 
16.5 	 6 	 0.03071582 
16.5 	 6.5 	 0.01923285 
16.5 	 7 	 0.01162403 
16.5 	 7.5 	 0.006814772 
16.5 	 8 	 0.003890779 
16.5 	 8.5 	 0.002170181 
16.5 	 9 	 0.001185679 
16.5 	 9.5 	 0.000635913 
16.5 	 10 	 0.000335418 
17 	 1 	 0.005268701 
17 	 1.5 	 0.02346432 
17 	 2 	 0.05674294 
17 	 2.5 	 0.09061857 
17 	 3 	 0.1094554 
17 	 3.5 	 0.10914 
17 	 4 	 0.09495422 
17 	 4.5 	 0.0746863 
17 	 5 	 0.05436693 
17 	 5.5 	 0.03721847 
17 	 6 	 0.02423597 
17 	 6.5 	 0.01513842 
17 	 7 	 0.009128068 
17 	 7.5 	 0.00533952 
17 	 8 	 0.003041983 
17 	 8.5 	 0.00169326 
17 	 9 	 0.0009232887 
17 	 9.5 	 0.0004942473 
17 	 10 	 0.00026022 
17.5 	 1 	 0.004256138 
17.5 	 1.5 	 0.0188933 
17.5 	 2 	 0.04552739 
17.5 	 2.5 	 0.07245203 
17.5 	 3 	 0.08721867 
17.5 	 3.5 	 0.08669113 
17.5 	 4 	 0.07519695 
17.5 	 4.5 	 0.0589783 
17.5 	 5 	 0.04281681 
17.5 	 5.5 	 0.02923633 
17.5 	 6 	 0.01899159 
17.5 	 6.5 	 0.01183492 
17.5 	 7 	 0.007120189 
17.5 	 7.5 	 0.004156076 
17.5 	 8 	 0.002362897 
17.5 	 8.5 	 0.001312665 
17.5 	 9 	 0.0007144041 
17.5 	 9.5 	 0.0003817317 
17.5 	 10 	 0.0002006281 
18 	 1 	 0.003410794 
18 	 1.5 	 0.01509414 
18 	 2 	 0.03625042 
18 	 2.5 	 0.05749629 
18 	 3 	 0.0689937 
18 	 3.5 	 0.06836905 
18 	 4 	 0.05913462 
18 	 4.5 	 0.04625469 
18 	 5 	 0.03349335 
18 	 5.5 	 0.02281397 
18 	 6 	 0.01478499 
18 	 6.5 	 0.009192883 
18 	 7 	 0.005518813 
18 	 7.5 	 0.003214724 
18 	 8 	 0.001824093 
18 	 8.5 	 0.001011421 
18 	 9 	 0.0005494509 
18 	 9.5 	 0.0002930758 
18 	 10 	 0.0001537724 
18.5 	 1 	 0.002712763 
18.5 	 1.5 	 0.01196996 
18.5 	 2 	 0.02865562 
18.5 	 2.5 	 0.04530611 
18.5 	 3 	 0.05420057 
18.5 	 3.5 	 0.05355508 
18.5 	 4 	 0.04619518 
18.5 	 4.5 	 0.03604005 
18.5 	 5 	 0.02603262 
18.5 	 5.5 	 0.01769047 
18.5 	 6 	 0.01143891 
18.5 	 6.5 	 0.00709711 
18.5 	 7 	 0.004251877 
18.5 	 7.5 	 0.002471838 
18.5 	 8 	 0.001399905 
18.5 	 8.5 	 0.0007748006 
18.5 	 9 	 0.0004201687 
18.5 	 9.5 	 0.0002237379 
18.5 	 10 	 0.0001172005 
19 	 1 	 0.002142191 
19 	 1.5 	 0.009426054 
19 	 2 	 0.02249711 
19 	 2.5 	 0.03546172 
19 	 3 	 0.04230058 
19 	 3.5 	 0.04168189 
19 	 4 	 0.03586 
19 	 4.5 	 0.02790764 
19 	 5 	 0.02011088 
19 	 5.5 	 0.01363562 
19 	 6 	 0.008798014 
19 	 6.5 	 0.005447355 
19 	 7 	 0.003257056 
19 	 7.5 	 0.001889902 
19 	 8 	 0.001068375 
19 	 8.5 	 0.0005902714 
19 	 9 	 0.0003195582 
19 	 9.5 	 0.0001698858 
19 	 10 	 8.885115e-05 
19.5 	 1 	 0.001680178 
19.5 	 1.5 	 0.00737353 
19.5 	 2 	 0.01754748 
19.5 	 2.5 	 0.02758007 
19.5 	 3 	 0.03280795 
19.5 	 3.5 	 0.03224319 
19.5 	 4 	 0.02767054 
19.5 	 4.5 	 0.02148328 
19.5 	 5 	 0.01544639 
19.5 	 5.5 	 0.01045041 
19.5 	 6 	 0.006728919 
19.5 	 6.5 	 0.004158011 
19.5 	 7 	 0.002481412 
19.5 	 7.5 	 0.001437204 
19.5 	 8 	 0.0008110341 
19.5 	 8.5 	 0.0004473332 
19.5 	 9 	 0.0002417799 
19.5 	 9.5 	 0.0001283345 
19.5 	 10 	 6.701767e-05 
20 	 1 	 0.001309335 
20 	 1.5 	 0.00573157 
20 	 2 	 0.01360234 
20 	 2.5 	 0.02132058 
20 	 3 	 0.02529495 
20 	 3.5 	 0.02479708 
20 	 4 	 0.02122967 
20 	 4.5 	 0.01644523 
20 	 5 	 0.01179846 
20 	 5.5 	 0.007965833 
20 	 6 	 0.005118952 
20 	 6.5 	 0.003157141 
20 	 7 	 0.001880668 
20 	 7.5 	 0.001087345 
20 	 8 	 0.000612564 
20 	 8.5 	 0.0003373137 
20 	 9 	 0.0001820283 
20 	 9.5 	 9.647211e-05 
20 	 10 	 5.030489e-05 
